date,product_name,units_sold,day_of_week,region,product_category
2023-06-17,Gift Box,91,Saturday,Central,Gifting
2023-06-17,Kurta Pajama Set,166,Saturday,East,Clothing
2023-06-17,Kurta Pajama Set,97,Saturday,North,Clothing
2023-06-17,Sewaiya Packets,98,Saturday,North,Sweets
2023-06-17,Santa Hat,132,Saturday,North,Apparel
2023-06-17,Mosquito Net,108,Saturday,Central,Home Utility
2023-06-17,Electric Lights,117,Saturday,West,Home Decor
2023-06-17,Fruit Cake,132,Saturday,North,Food
2023-06-17,Modak Box,125,Saturday,South,Sweets
2023-06-18,Rakhi Thread,113,Sunday,West,Festival Utility
2023-06-18,Diyas (Clay Lamps),95,Sunday,East,Home Decor
2023-06-18,Decorative Wreath,108,Sunday,Central,Home Decor
2023-06-18,Agarbatti (Incense),94,Sunday,Central,Spiritual Item
2023-06-19,Body Oil,121,Monday,Central,Personal Care
2023-06-19,Rangoli Colors,100,Monday,North,Festival Utility
2023-06-19,Waterproof Boots,91,Monday,Central,Footwear
2023-06-19,Modak Box,93,Monday,West,Sweets
2023-06-21,Traditional Dhoti,83,Wednesday,North,Clothing
2023-06-21,Air Conditioner (AC),121,Wednesday,South,Home Appliance
2023-06-21,Dry Fruits,117,Wednesday,East,Gifting
2023-06-21,LED String Lights,77,Wednesday,West,Home Decor
2023-06-21,Mosquito Net,133,Wednesday,North,Home Utility
2023-06-22,Scarf,128,Thursday,North,Clothing
2023-06-24,Sunscreen,154,Saturday,West,Personal Care
2023-06-25,White Clothing,75,Sunday,Central,Clothing
2023-06-26,Air Conditioner (AC),100,Monday,East,Home Appliance
2023-06-26,Electric Lights,85,Monday,Central,Home Decor
2023-06-27,Sweet Box,120,Tuesday,North,Sweets
2023-06-28,Body Oil,112,Wednesday,West,Personal Care
2023-06-28,Gift Boxes,93,Wednesday,Central,Gifting
2023-06-28,Dry Fruits Box,89,Wednesday,South,Gifting
2023-06-29,Ice Cream,119,Thursday,South,Dessert
2023-06-30,Chocolate Box,109,Friday,West,Gifting/Sweets
2023-06-30,Personal Care Kit,127,Friday,Central,Gifting
2023-07-01,Diyas (Clay Lamps),113,Saturday,South,Home Decor
2023-07-01,Blanket,147,Saturday,South,Home Utility
2023-07-02,White Kurtas,126,Sunday,North,Clothing
2023-07-02,Holi Colors,42,Sunday,North,Festival Utility
2023-07-03,Sunscreen,56,Monday,North,Personal Care
2023-07-04,Sunscreen,91,Tuesday,West,Personal Care
2023-07-04,Gift Box,70,Tuesday,South,Gifting
2023-07-04,Mosquito Net,130,Tuesday,West,Home Utility
2023-07-04,Chocolate Box,154,Tuesday,North,Gifting/Sweets
2023-07-04,Sewaiya Packets,99,Tuesday,East,Sweets
2023-07-05,Electric Lights,65,Wednesday,Central,Home Decor
2023-07-05,Sugarcane Stick,122,Wednesday,Central,Food/Festival
2023-07-05,Raincoat,84,Wednesday,Central,Rain Gear
2023-07-06,Thermals,125,Thursday,West,Clothing
2023-07-06,Personal Care Kit,63,Thursday,North,Gifting
2023-07-06,Dry Fruits Box,117,Thursday,West,Gifting
2023-07-07,Rakhi Thread,49,Friday,West,Festival Utility
2023-07-07,Mosquito Net,75,Friday,West,Home Utility
2023-07-08,Dry Fruits Box,119,Saturday,West,Gifting
2023-07-09,Agarbatti (Incense),86,Sunday,North,Spiritual Item
2023-07-09,Dry Fruits,107,Sunday,Central,Gifting
2023-07-09,Deodorant (Dio),54,Sunday,Central,Personal Care
2023-07-09,Banana Chips Pack,130,Sunday,Central,Snack
2023-07-09,Gift Boxes,88,Sunday,East,Gifting
2023-07-09,Gift Boxes,112,Sunday,South,Gifting
2023-07-10,Dry Fruits,104,Monday,North,Gifting
2023-07-10,Banana Chips Pack,118,Monday,West,Snack
2023-07-10,Perfume Bottles,182,Monday,North,Gifting
2023-07-11,Sewaiya Packets,121,Tuesday,North,Sweets
2023-07-11,Fruit Cake,121,Tuesday,North,Food
2023-07-12,Chocolate Gift Boxes,91,Wednesday,North,Gifting
2023-07-13,Fan,97,Thursday,East,Home Appliance
2023-07-13,Electric Lights,95,Thursday,Central,Home Decor
2023-07-13,Decorative Wreath,113,Thursday,North,Home Decor
2023-07-13,Umbrella,104,Thursday,Central,Rain Gear
2023-07-13,Personal Care Kit,115,Thursday,Central,Gifting
2023-07-14,Personal Care Kit,134,Friday,Central,Gifting
2023-07-14,Gift Boxes,45,Friday,West,Gifting
2023-07-14,Onam Sadya Kit,83,Friday,East,Food Combo
2023-07-14,Umbrella,66,Friday,Central,Rain Gear
2023-07-15,Cold Drink,139,Saturday,South,Beverage
2023-07-15,Blanket,121,Saturday,East,Home Utility
2023-07-15,Holi Colors,103,Saturday,South,Festival Utility
2023-07-15,Chocolate Box,148,Saturday,Central,Gifting/Sweets
2023-07-16,Gift Wrapping Paper,113,Sunday,Central,Festival Utility
2023-07-16,Banana Chips Pack,123,Sunday,South,Snack
2023-07-16,Electric Lights,87,Sunday,North,Home Decor
2023-07-17,Umbrella,100,Monday,East,Rain Gear
2023-07-17,Water Gun (Pichkari),80,Monday,West,Toys/Festival
2023-07-17,LED String Lights,77,Monday,North,Home Decor
2023-07-17,Rangoli Colors,78,Monday,West,Festival Utility
2023-07-17,Sewaiya Packets,84,Monday,East,Sweets
2023-07-18,Blanket,132,Tuesday,Central,Home Utility
2023-07-19,Personal Care Kit,98,Wednesday,North,Gifting
2023-07-19,Body Oil,137,Wednesday,North,Personal Care
2023-07-19,Fruit Cake,99,Wednesday,Central,Food
2023-07-20,Deodorant (Dio),125,Thursday,South,Personal Care
2023-07-20,White Clothing,119,Thursday,West,Clothing
2023-07-20,Rangoli Colors,81,Thursday,West,Festival Utility
2023-07-20,Sweater,125,Thursday,South,Clothing
2023-07-21,Umbrella,125,Friday,East,Rain Gear
2023-07-21,Odomos (mosquito repellent),86,Friday,North,Personal Care
2023-07-21,Lip Balm,90,Friday,Central,Personal Care
2023-07-22,Agarbatti (Incense),104,Saturday,East,Spiritual Item
2023-07-22,Gift Box,142,Saturday,South,Gifting
2023-07-22,Fan,74,Saturday,East,Home Appliance
2023-07-22,Perfume Bottles,78,Saturday,South,Gifting
2023-07-22,Electric Lights,107,Saturday,West,Home Decor
2023-07-23,Thermals,51,Sunday,East,Clothing
2023-07-23,Chocolate Gift Boxes,152,Sunday,West,Gifting
2023-07-24,Body Oil,61,Monday,South,Personal Care
2023-07-24,Flower Garland,109,Monday,North,Festival Utility
2023-07-24,Dry Fruits,78,Monday,North,Gifting
2023-07-24,Dry Fruits Box,88,Monday,North,Gifting
2023-07-25,Umbrella,97,Tuesday,East,Rain Gear
2023-07-25,Rangoli Colors,97,Tuesday,Central,Festival Utility
2023-07-25,Traditional Dhoti,57,Tuesday,West,Clothing
2023-07-25,Body Oil,105,Tuesday,South,Personal Care
2023-07-25,Waterproof Boots,97,Tuesday,Central,Footwear
2023-07-26,Rakhi Thread,64,Wednesday,North,Festival Utility
2023-07-27,Thermals,129,Thursday,North,Clothing
2023-07-27,Chocolate Gift Boxes,112,Thursday,East,Gifting
2023-07-27,Onam Sadya Kit,94,Thursday,Central,Food Combo
2023-07-28,Body Oil,77,Friday,East,Personal Care
2023-07-28,Cold Drink,86,Friday,East,Beverage
2023-07-30,White Kurtas,62,Sunday,West,Clothing
2023-07-30,Air Conditioner (AC),78,Sunday,South,Home Appliance
2023-07-30,Cold Drink,74,Sunday,North,Beverage
2023-07-30,Holi Colors,120,Sunday,East,Festival Utility
2023-07-30,Ice Cream,82,Sunday,North,Dessert
2023-07-30,Lip Balm,76,Sunday,Central,Personal Care
2023-07-31,Sunscreen,78,Monday,West,Personal Care
2023-07-31,Mosquito Net,137,Monday,Central,Home Utility
2023-08-01,Perfume Bottles,159,Tuesday,North,Gifting
2023-08-01,Sunscreen,100,Tuesday,West,Personal Care
2023-08-01,Electric Lights,120,Tuesday,West,Home Decor
2023-08-01,Chocolate Gift Boxes,114,Tuesday,North,Gifting
2023-08-02,Banana Chips Pack,123,Wednesday,West,Snack
2023-08-03,Sweet Box,188,Thursday,Central,Sweets
2023-08-03,Flower Garland,144,Thursday,South,Festival Utility
2023-08-03,Body Oil,69,Thursday,North,Personal Care
2023-08-04,Santa Hat,62,Friday,South,Apparel
2023-08-05,Decorative Wreath,105,Saturday,West,Home Decor
2023-08-05,Sewaiya Packets,99,Saturday,East,Sweets
2023-08-05,Raincoat,97,Saturday,Central,Rain Gear
2023-08-05,Sweet Box,70,Saturday,Central,Sweets
2023-08-05,Sewaiya Packets,109,Saturday,East,Sweets
2023-08-06,Cold Drink,76,Sunday,West,Beverage
2023-08-07,Sweater,125,Monday,Central,Clothing
2023-08-07,Waterproof Boots,104,Monday,West,Footwear
2023-08-08,Ganesh Idol,90,Tuesday,East,Festival Utility
2023-08-08,Umbrella,116,Tuesday,Central,Rain Gear
2023-08-08,Lip Balm,77,Tuesday,North,Personal Care
2023-08-08,Sugarcane Stick,83,Tuesday,Central,Food/Festival
2023-08-08,Sugarcane Stick,77,Tuesday,North,Food/Festival
2023-08-08,Air Conditioner (AC),108,Tuesday,West,Home Appliance
2023-08-09,Air Conditioner (AC),91,Wednesday,South,Home Appliance
2023-08-09,White Clothing,144,Wednesday,West,Clothing
2023-08-09,Onam Sadya Kit,203,Wednesday,North,Food Combo
2023-08-09,Mosquito Net,86,Wednesday,Central,Home Utility
2023-08-09,Pongal Sweet Pack,122,Wednesday,South,Sweets
2023-08-09,Gift Wrapping Paper,130,Wednesday,South,Festival Utility
2023-08-09,Lip Balm,53,Wednesday,West,Personal Care
2023-08-09,Umbrella,111,Wednesday,West,Rain Gear
2023-08-09,Diyas (Clay Lamps),98,Wednesday,North,Home Decor
2023-08-10,Electric Lights,93,Thursday,Central,Home Decor
2023-08-10,Diyas (Clay Lamps),72,Thursday,North,Home Decor
2023-08-11,White Clothing,47,Friday,South,Clothing
2023-08-12,Dry Fruits Box,131,Saturday,North,Gifting
2023-08-12,Personal Care Kit,173,Saturday,South,Gifting
2023-08-12,LED String Lights,68,Saturday,North,Home Decor
2023-08-13,Sugarcane Stick,109,Sunday,South,Food/Festival
2023-08-13,Water Bottle,102,Sunday,Central,Kitchen Utility
2023-08-13,Decorative Wreath,110,Sunday,West,Home Decor
2023-08-13,Blanket,120,Sunday,West,Home Utility
2023-08-13,Sunscreen,83,Sunday,North,Personal Care
2023-08-13,Agarbatti (Incense),87,Sunday,South,Spiritual Item
2023-08-13,Cold Drink,120,Sunday,South,Beverage
2023-08-14,Gift Box,85,Monday,Central,Gifting
2023-08-14,Sugarcane Stick,112,Monday,West,Food/Festival
2023-08-14,Dry Fruits Box,101,Monday,East,Gifting
2023-08-14,Modak Box,128,Monday,South,Sweets
2023-08-14,Modak Box,28,Monday,North,Sweets
2023-08-15,Chocolate Gift Boxes,63,Tuesday,North,Gifting
2023-08-15,Agarbatti (Incense),172,Tuesday,East,Spiritual Item
2023-08-16,White Kurtas,61,Wednesday,Central,Clothing
2023-08-16,Ice Cream,100,Wednesday,South,Dessert
2023-08-17,Body Oil,81,Thursday,East,Personal Care
2023-08-17,Thermals,126,Thursday,South,Clothing
2023-08-17,Dry Fruits,116,Thursday,West,Gifting
2023-08-17,Body Oil,105,Thursday,West,Personal Care
2023-08-17,Holi Colors,124,Thursday,South,Festival Utility
2023-08-18,Sweater,58,Friday,North,Clothing
2023-08-19,Odomos (mosquito repellent),86,Saturday,Central,Personal Care
2023-08-19,Raincoat,131,Saturday,East,Rain Gear
2023-08-19,Blanket,114,Saturday,East,Home Utility
2023-08-19,Gift Wrapping Paper,67,Saturday,West,Festival Utility
2023-08-20,LED String Lights,59,Sunday,North,Home Decor
2023-08-20,Lip Balm,147,Sunday,North,Personal Care
2023-08-20,Pongal Sweet Pack,101,Sunday,North,Sweets
2023-08-20,Thermals,108,Sunday,South,Clothing
2023-08-20,Fan,117,Sunday,South,Home Appliance
2023-08-20,Flower Garland,96,Sunday,South,Festival Utility
2023-08-21,Mithai Box,98,Monday,South,Sweets
2023-08-21,Rangoli Colors,115,Monday,East,Festival Utility
2023-08-21,Deodorant (Dio),152,Monday,Central,Personal Care
2023-08-21,Ice Cream,136,Monday,West,Dessert
2023-08-21,Water Gun (Pichkari),89,Monday,West,Toys/Festival
2023-08-22,Traditional Dhoti,98,Tuesday,East,Clothing
2023-08-22,Scarf,108,Tuesday,East,Clothing
2023-08-22,Lip Balm,78,Tuesday,South,Personal Care
2023-08-22,Sugarcane Stick,122,Tuesday,South,Food/Festival
2023-08-23,White Clothing,94,Wednesday,Central,Clothing
2023-08-23,Modak Box,64,Wednesday,North,Sweets
2023-08-25,Personal Care Kit,109,Friday,North,Gifting
2023-08-25,Decorative Wreath,67,Friday,Central,Home Decor
2023-08-26,Santa Hat,84,Saturday,West,Apparel
2023-08-26,Lip Balm,132,Saturday,West,Personal Care
2023-08-26,Water Bottle,118,Saturday,South,Kitchen Utility
2023-08-26,Waterproof Boots,85,Saturday,South,Footwear
2023-08-27,Ice Cream,112,Sunday,East,Dessert
2023-08-27,Deodorant (Dio),82,Sunday,Central,Personal Care
2023-08-27,Odomos (mosquito repellent),87,Sunday,West,Personal Care
2023-08-28,Agarbatti (Incense),84,Monday,North,Spiritual Item
2023-08-28,White Kurtas,112,Monday,West,Clothing
2023-08-29,Hot Water Bag,107,Tuesday,East,Healthcare
2023-08-29,White Clothing,137,Tuesday,South,Clothing
2023-08-29,Decorative Wreath,125,Tuesday,South,Home Decor
2023-08-30,Ganesh Idol,54,Wednesday,East,Festival Utility
2023-08-30,Pongal Sweet Pack,89,Wednesday,North,Sweets
2023-08-30,Ice Cream,114,Wednesday,North,Dessert
2023-08-30,LED String Lights,151,Wednesday,North,Home Decor
2023-08-31,Ice Cream,72,Thursday,East,Dessert
2023-08-31,Agarbatti (Incense),92,Thursday,South,Spiritual Item
2023-08-31,Blanket,79,Thursday,North,Home Utility
2023-09-01,Sunscreen,134,Friday,Central,Personal Care
2023-09-01,Santa Hat,91,Friday,West,Apparel
2023-09-01,Umbrella,108,Friday,West,Rain Gear
2023-09-01,Ice Cream,79,Friday,South,Dessert
2023-09-01,Santa Hat,83,Friday,South,Apparel
2023-09-02,Body Oil,89,Saturday,North,Personal Care
2023-09-03,White Clothing,148,Sunday,Central,Clothing
2023-09-03,Decorative Wreath,104,Sunday,East,Home Decor
2023-09-03,Ganesh Idol,60,Sunday,Central,Festival Utility
2023-09-04,Decorative Wreath,74,Monday,Central,Home Decor
2023-09-04,Chocolate Box,94,Monday,North,Gifting/Sweets
2023-09-05,Water Gun (Pichkari),98,Tuesday,South,Toys/Festival
2023-09-05,Gift Boxes,105,Tuesday,Central,Gifting
2023-09-05,Brass Pot,98,Tuesday,West,Festival Utility
2023-09-06,Ganesh Idol,76,Wednesday,Central,Festival Utility
2023-09-06,Chocolate Box,81,Wednesday,Central,Gifting/Sweets
2023-09-06,Traditional Dhoti,121,Wednesday,South,Clothing
2023-09-06,Ganesh Idol,114,Wednesday,North,Festival Utility
2023-09-06,Holi Colors,152,Wednesday,South,Festival Utility
2023-09-07,Kurta Pajama Set,104,Thursday,South,Clothing
2023-09-07,Thermals,41,Thursday,South,Clothing
2023-09-07,Chocolate Gift Boxes,54,Thursday,Central,Gifting
2023-09-08,Ice Cream,94,Friday,East,Dessert
2023-09-08,Fan,94,Friday,Central,Home Appliance
2023-09-08,Fruit Cake,147,Friday,Central,Food
2023-09-08,Sewaiya Packets,79,Friday,Central,Sweets
2023-09-08,Water Gun (Pichkari),104,Friday,Central,Toys/Festival
2023-09-08,Raincoat,66,Friday,East,Rain Gear
2023-09-09,Banana Chips Pack,134,Saturday,East,Snack
2023-09-09,Sugarcane Stick,78,Saturday,West,Food/Festival
2023-09-09,Blanket,161,Saturday,Central,Home Utility
2023-09-10,Ice Cream,106,Sunday,West,Dessert
2023-09-11,Waterproof Boots,159,Monday,South,Footwear
2023-09-11,Scarf,86,Monday,North,Clothing
2023-09-11,Decorative Wreath,45,Monday,South,Home Decor
2023-09-12,Traditional Dhoti,62,Tuesday,South,Clothing
2023-09-12,Gift Wrapping Paper,107,Tuesday,North,Festival Utility
2023-09-13,Mosquito Net,126,Wednesday,Central,Home Utility
2023-09-13,Agarbatti (Incense),110,Wednesday,West,Spiritual Item
2023-09-14,Sweet Box,113,Thursday,Central,Sweets
2023-09-14,Water Gun (Pichkari),119,Thursday,North,Toys/Festival
2023-09-15,Sweater,106,Friday,Central,Clothing
2023-09-15,Ice Cream,124,Friday,West,Dessert
2023-09-15,Brass Pot,51,Friday,West,Festival Utility
2023-09-16,White Clothing,62,Saturday,South,Clothing
2023-09-17,Kurta Pajama Set,52,Sunday,Central,Clothing
2023-09-17,Thermals,98,Sunday,Central,Clothing
2023-09-18,Electric Lights,138,Monday,South,Home Decor
2023-09-18,Mithai Box,103,Monday,South,Sweets
2023-09-19,Sweater,58,Tuesday,South,Clothing
2023-09-19,Chocolate Box,102,Tuesday,East,Gifting/Sweets
2023-09-19,Scarf,125,Tuesday,East,Clothing
2023-09-20,Traditional Dhoti,161,Wednesday,West,Clothing
2023-09-20,Perfume Bottles,95,Wednesday,South,Gifting
2023-09-20,Scarf,95,Wednesday,East,Clothing
2023-09-21,Decorative Wreath,68,Thursday,West,Home Decor
2023-09-21,Modak Box,94,Thursday,South,Sweets
2023-09-22,Chocolate Gift Boxes,106,Friday,South,Gifting
2023-09-22,Brass Pot,122,Friday,South,Festival Utility
2023-09-22,White Kurtas,119,Friday,West,Clothing
2023-09-23,Agarbatti (Incense),92,Saturday,West,Spiritual Item
2023-09-23,Electric Lights,96,Saturday,East,Home Decor
2023-09-23,Santa Hat,138,Saturday,North,Apparel
2023-09-23,Santa Hat,117,Saturday,South,Apparel
2023-09-23,Decorative Wreath,110,Saturday,East,Home Decor
2023-09-23,Hot Water Bag,62,Saturday,Central,Healthcare
2023-09-24,Chocolate Gift Boxes,90,Sunday,South,Gifting
2023-09-24,Deodorant (Dio),93,Sunday,Central,Personal Care
2023-09-25,Gift Box,94,Monday,South,Gifting
2023-09-25,Electric Lights,81,Monday,North,Home Decor
2023-09-25,Santa Hat,49,Monday,West,Apparel
2023-09-25,Agarbatti (Incense),72,Monday,South,Spiritual Item
2023-09-25,Banana Chips Pack,91,Monday,West,Snack
2023-09-25,Fan,101,Monday,Central,Home Appliance
2023-09-26,Raincoat,100,Tuesday,North,Rain Gear
2023-09-26,Gift Boxes,89,Tuesday,East,Gifting
2023-09-26,Personal Care Kit,128,Tuesday,West,Gifting
2023-09-26,Personal Care Kit,129,Tuesday,Central,Gifting
2023-09-27,Personal Care Kit,115,Wednesday,West,Gifting
2023-09-27,Odomos (mosquito repellent),103,Wednesday,West,Personal Care
2023-09-27,Traditional Dhoti,88,Wednesday,South,Clothing
2023-09-27,Modak Box,145,Wednesday,North,Sweets
2023-09-28,Santa Hat,110,Thursday,East,Apparel
2023-09-28,Umbrella,105,Thursday,Central,Rain Gear
2023-09-29,Scarf,94,Friday,West,Clothing
2023-09-29,Traditional Dhoti,97,Friday,South,Clothing
2023-09-29,Cold Drink,133,Friday,Central,Beverage
2023-09-30,Kurta Pajama Set,40,Saturday,North,Clothing
2023-10-01,Air Conditioner (AC),84,Sunday,North,Home Appliance
2023-10-01,Diyas (Clay Lamps),77,Sunday,Central,Home Decor
2023-10-02,Mithai Box,77,Monday,Central,Sweets
2023-10-03,Cold Drink,81,Tuesday,South,Beverage
2023-10-04,Chocolate Box,89,Wednesday,West,Gifting/Sweets
2023-10-04,Rangoli Colors,102,Wednesday,North,Festival Utility
2023-10-04,Sweater,107,Wednesday,North,Clothing
2023-10-04,Scarf,145,Wednesday,East,Clothing
2023-10-04,Mithai Box,113,Wednesday,West,Sweets
2023-10-04,Banana Chips Pack,116,Wednesday,East,Snack
2023-10-05,Brass Pot,102,Thursday,West,Festival Utility
2023-10-05,Sweet Box,97,Thursday,West,Sweets
2023-10-05,Air Conditioner (AC),86,Thursday,South,Home Appliance
2023-10-05,Rakhi Thread,81,Thursday,West,Festival Utility
2023-10-05,Waterproof Boots,83,Thursday,South,Footwear
2023-10-05,Body Oil,113,Thursday,East,Personal Care
2023-10-06,Agarbatti (Incense),67,Friday,Central,Spiritual Item
2023-10-06,Gift Wrapping Paper,129,Friday,East,Festival Utility
2023-10-06,Mithai Box,72,Friday,West,Sweets
2023-10-06,Dry Fruits,132,Friday,West,Gifting
2023-10-07,Banana Chips Pack,94,Saturday,West,Snack
2023-10-08,Air Conditioner (AC),92,Sunday,Central,Home Appliance
2023-10-08,Water Gun (Pichkari),145,Sunday,North,Toys/Festival
2023-10-08,Mosquito Net,101,Sunday,North,Home Utility
2023-10-08,LED String Lights,139,Sunday,West,Home Decor
2023-10-09,Brass Pot,140,Monday,East,Festival Utility
2023-10-09,Chocolate Box,64,Monday,Central,Gifting/Sweets
2023-10-09,Cold Drink,154,Monday,East,Beverage
2023-10-09,Dry Fruits Box,118,Monday,Central,Gifting
2023-10-09,Dry Fruits,164,Monday,East,Gifting
2023-10-11,White Kurtas,110,Wednesday,North,Clothing
2023-10-12,Sewaiya Packets,83,Thursday,North,Sweets
2023-10-13,Dry Fruits,129,Friday,North,Gifting
2023-10-14,Sweater,73,Saturday,North,Clothing
2023-10-14,Fan,179,Saturday,Central,Home Appliance
2023-10-15,Diyas (Clay Lamps),52,Sunday,West,Home Decor
2023-10-15,Scarf,118,Sunday,East,Clothing
2023-10-16,Sweater,101,Monday,West,Clothing
2023-10-17,Santa Hat,110,Tuesday,Central,Apparel
2023-10-17,Water Gun (Pichkari),44,Tuesday,East,Toys/Festival
2023-10-17,Agarbatti (Incense),82,Tuesday,West,Spiritual Item
2023-10-17,Personal Care Kit,83,Tuesday,East,Gifting
2023-10-18,Decorative Wreath,75,Wednesday,South,Home Decor
2023-10-18,Odomos (mosquito repellent),101,Wednesday,East,Personal Care
2023-10-18,Air Conditioner (AC),113,Wednesday,South,Home Appliance
2023-10-18,Pongal Sweet Pack,84,Wednesday,South,Sweets
2023-10-18,Scarf,134,Wednesday,East,Clothing
2023-10-19,Ice Cream,57,Thursday,North,Dessert
2023-10-19,Ice Cream,89,Thursday,Central,Dessert
2023-10-20,Perfume Bottles,140,Friday,North,Gifting
2023-10-21,Agarbatti (Incense),88,Saturday,West,Spiritual Item
2023-10-21,Electric Lights,118,Saturday,North,Home Decor
2023-10-21,Chocolate Gift Boxes,107,Saturday,Central,Gifting
2023-10-22,Sweet Box,109,Sunday,North,Sweets
2023-10-23,Gift Boxes,121,Monday,West,Gifting
2023-10-23,Modak Box,63,Monday,East,Sweets
2023-10-23,Kurta Pajama Set,110,Monday,South,Clothing
2023-10-24,Chocolate Gift Boxes,104,Tuesday,East,Gifting
2023-10-24,Gift Boxes,79,Tuesday,Central,Gifting
2023-10-25,Water Bottle,111,Wednesday,East,Kitchen Utility
2023-10-25,Water Bottle,97,Wednesday,West,Kitchen Utility
2023-10-25,Sweet Box,121,Wednesday,West,Sweets
2023-10-25,Sunscreen,77,Wednesday,East,Personal Care
2023-10-25,Electric Lights,75,Wednesday,Central,Home Decor
2023-10-25,Rangoli Colors,77,Wednesday,West,Festival Utility
2023-10-26,Holi Colors,119,Thursday,North,Festival Utility
2023-10-26,Chocolate Gift Boxes,96,Thursday,Central,Gifting
2023-10-26,Brass Pot,134,Thursday,South,Festival Utility
2023-10-26,Chocolate Gift Boxes,94,Thursday,North,Gifting
2023-10-26,Holi Colors,60,Thursday,South,Festival Utility
2023-10-27,Agarbatti (Incense),203,Friday,North,Spiritual Item
2023-10-27,Rangoli Colors,86,Friday,North,Festival Utility
2023-10-27,Ganesh Idol,106,Friday,Central,Festival Utility
2023-10-27,Water Bottle,147,Friday,North,Kitchen Utility
2023-10-27,Flower Garland,92,Friday,East,Festival Utility
2023-10-28,White Kurtas,81,Saturday,South,Clothing
2023-10-28,Sugarcane Stick,115,Saturday,West,Food/Festival
2023-10-28,Odomos (mosquito repellent),117,Saturday,West,Personal Care
2023-10-28,Mosquito Net,114,Saturday,Central,Home Utility
2023-10-30,Gift Wrapping Paper,108,Monday,Central,Festival Utility
2023-10-31,Flower Garland,79,Tuesday,Central,Festival Utility
2023-10-31,Agarbatti (Incense),114,Tuesday,East,Spiritual Item
2023-10-31,White Clothing,126,Tuesday,Central,Clothing
2023-10-31,Sewaiya Packets,98,Tuesday,South,Sweets
2023-11-01,Personal Care Kit,119,Wednesday,North,Gifting
2023-11-01,Kurta Pajama Set,99,Wednesday,West,Clothing
2023-11-03,Umbrella,150,Friday,South,Rain Gear
2023-11-03,Decorative Wreath,115,Friday,South,Home Decor
2023-11-04,Diyas (Clay Lamps),40,Saturday,Central,Home Decor
2023-11-04,Mithai Box,111,Saturday,North,Sweets
2023-11-04,Sunscreen,59,Saturday,West,Personal Care
2023-11-05,Diyas (Clay Lamps),118,Sunday,East,Home Decor
2023-11-05,Agarbatti (Incense),168,Sunday,Central,Spiritual Item
2023-11-06,White Clothing,100,Monday,West,Clothing
2023-11-06,Raincoat,35,Monday,North,Rain Gear
2023-11-07,Agarbatti (Incense),53,Tuesday,West,Spiritual Item
2023-11-07,Sunscreen,108,Tuesday,South,Personal Care
2023-11-08,Gift Boxes,70,Wednesday,South,Gifting
2023-11-08,Deodorant (Dio),162,Wednesday,East,Personal Care
2023-11-09,Sewaiya Packets,69,Thursday,West,Sweets
2023-11-09,Mosquito Net,83,Thursday,East,Home Utility
2023-11-10,Sweater,70,Friday,Central,Clothing
2023-11-11,Lip Balm,122,Saturday,West,Personal Care
2023-11-11,Banana Chips Pack,75,Saturday,West,Snack
2023-11-12,Air Conditioner (AC),120,Sunday,North,Home Appliance
2023-11-12,Kurta Pajama Set,111,Sunday,Central,Clothing
2023-11-13,Rangoli Colors,102,Monday,South,Festival Utility
2023-11-13,Electric Lights,110,Monday,Central,Home Decor
2023-11-13,Odomos (mosquito repellent),112,Monday,East,Personal Care
2023-11-14,Hot Water Bag,117,Tuesday,East,Healthcare
2023-11-14,Chocolate Gift Boxes,182,Tuesday,West,Gifting
2023-11-14,Pongal Sweet Pack,149,Tuesday,North,Sweets
2023-11-15,Sugarcane Stick,100,Wednesday,South,Food/Festival
2023-11-15,Fruit Cake,83,Wednesday,South,Food
2023-11-16,Chocolate Gift Boxes,130,Thursday,South,Gifting
2023-11-18,Decorative Wreath,90,Saturday,North,Home Decor
2023-11-18,Rangoli Colors,106,Saturday,West,Festival Utility
2023-11-18,Blanket,67,Saturday,North,Home Utility
2023-11-19,Thermals,76,Sunday,West,Clothing
2023-11-19,Gift Box,16,Sunday,North,Gifting
2023-11-19,Onam Sadya Kit,140,Sunday,North,Food Combo
2023-11-19,Decorative Wreath,117,Sunday,South,Home Decor
2023-11-19,LED String Lights,169,Sunday,Central,Home Decor
2023-11-20,Holi Colors,108,Monday,South,Festival Utility
2023-11-20,Fruit Cake,138,Monday,East,Food
2023-11-21,Thermals,138,Tuesday,East,Clothing
2023-11-21,Santa Hat,83,Tuesday,Central,Apparel
2023-11-21,Thermals,123,Tuesday,Central,Clothing
2023-11-22,Water Gun (Pichkari),141,Wednesday,South,Toys/Festival
2023-11-23,Water Bottle,108,Thursday,North,Kitchen Utility
2023-11-23,Sunscreen,63,Thursday,West,Personal Care
2023-11-23,Perfume Bottles,22,Thursday,North,Gifting
2023-11-23,Umbrella,62,Thursday,West,Rain Gear
2023-11-23,Perfume Bottles,82,Thursday,Central,Gifting
2023-11-24,Lip Balm,58,Friday,Central,Personal Care
2023-11-25,Sewaiya Packets,125,Saturday,West,Sweets
2023-11-26,Agarbatti (Incense),130,Sunday,East,Spiritual Item
2023-11-27,Fan,105,Monday,North,Home Appliance
2023-11-28,Mithai Box,59,Tuesday,South,Sweets
2023-11-28,Banana Chips Pack,102,Tuesday,North,Snack
2023-11-30,Sunscreen,105,Thursday,East,Personal Care
